0.498487 0  0.25 
0.254837 0  0.1 
0.002519 0  0.1 
0.88176 0  0.1 
0.498487 0  0.1 
0.498487 0  0.2 
0.249238 0  0.2 
0.1     0  0.2
0.249238 0  0.2 
0.498487 0  0.2 
0.517  0.3 0.25 
0.2585  0  0.1
0.004961 0  0.1 
0.241835 0  0.1 
0.47872  0  0.1
0.5181  0  0.2
0.2585  0  0.2
0.004961 0  0.2 
0.241835 0  0.2 
0.47872  0  0.2
0.5434  0.3  0.25
0.2717  0  0.1
0.066594 0  0.1 
0.231  0  0.1
0.4609  0  0.1
0.5434  0  0.2
0.2717  0  0.2
0.036025 0  0.2 
0.231  0  0.2
0.4664  0  0.2
0.489159 0.3  0.25 
0.2838  0  0.1
0.007458 0  0.1 
0.2849  0  0.1
0.55627  0  0.1
0.489159 0  0.2 
0.2838  0  0.2
0.007458 0  0.2 
0.2849  0  0.2
0.5687  0  0.2
0.5874  0.3  0.25
0.3179  0  0.1
0.0066  0  0.1
0.33       0  0.1
0.6545  0  0.1
0.5874  0  0.2
0.3179  0  0.2
0.0066  0  0.2
0.33       0  0.2
0.6545  0  0.2
0.5731  0.3  0.25
0.2761  0  0.1
0.3487  0  0.1
0.2772  0  0.1
0.5533  0  0.1
0.5731  0  0.2
0.2761  0  0.2
0.3498  0  0.2
0.2772  0  0.2
0.5533  0  0.2
